Jungle_Door_V: .word 8, 76
.byte 199,199,199,199,199,199,199,199,
199,199,189,97,189,97,189,199,
199,199,189,97,189,97,189,199,
199,199,189,97,189,97,97,199,
199,199,189,97,97,97,97,199,
199,199,97,189,97,97,189,199,
199,199,189,97,189,97,97,199,
199,199,97,97,97,189,97,199,
199,199,97,189,97,189,97,199,
199,199,97,189,97,189,97,199,
199,199,97,189,97,189,97,199,
199,199,97,189,97,97,97,199,
199,199,97,97,97,97,189,199,
199,199,189,97,189,97,189,199,
199,199,189,97,97,97,189,199,
199,199,97,97,97,189,189,199,
199,199,97,189,189,189,97,199,
199,199,189,97,189,97,189,199,
199,199,189,97,189,97,189,199,
199,199,189,97,97,189,189,199,
199,199,97,189,97,189,189,199,
199,199,189,82,82,82,189,199,
199,199,189,82,82,82,189,199,
199,199,189,97,97,189,97,199,
199,199,97,189,97,189,97,199,
199,199,97,189,97,189,189,199,
199,199,97,189,97,97,189,199,
199,199,97,97,189,97,189,199,
199,199,189,97,97,97,189,199,
199,199,189,97,97,97,189,199,
199,199,97,97,189,97,97,199,
199,199,97,97,189,97,97,199,
199,199,189,97,189,97,189,199,
199,199,189,97,189,97,189,199,
199,199,97,189,97,97,189,199,
199,199,97,189,189,189,97,199,
199,199,97,97,97,97,189,199,
199,199,97,189,97,97,97,199,
199,199,199,199,199,199,199,199,
199,199,89,97,89,97,89,199,
199,199,89,97,89,97,89,199,
199,199,89,97,82,97,89,199,
199,199,89,82,189,82,97,199,
199,199,97,82,189,82,81,199,
199,199,97,97,82,81,81,199,
199,199,89,97,81,81,81,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,
199,199,189,97,97,189,97,199,
199,199,97,189,97,189,97,199,


