Stone_Slime_Left: .word 16, 48
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,154,154,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,154,154,199,199,154,199,199,199,199,199,
199,199,199,154,199,154,154,154,154,154,0,0,154,199,199,199,
199,199,199,199,154,163,163,163,163,163,154,154,0,199,199,199,
199,199,199,154,163,163,163,171,171,171,163,163,154,0,199,199,
199,154,154,163,163,163,163,163,171,171,171,163,154,0,0,199,
199,199,154,163,154,163,163,163,163,163,163,163,163,154,0,199,
199,199,154,163,154,163,163,163,163,163,163,163,163,154,0,199,
199,199,154,154,163,163,163,170,170,163,163,163,163,163,154,199,
199,199,154,163,163,163,163,170,170,163,163,163,154,154,199,199,
199,154,199,154,154,170,170,170,154,154,154,154,199,199,154,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,154,154,199,199,154,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,154,154,0,0,154,199,199,199,199,
199,199,154,199,199,154,154,154,154,154,154,0,154,154,199,199,
199,199,199,199,154,171,171,171,171,163,163,154,0,0,199,199,
199,199,199,154,163,171,171,171,171,171,163,163,154,0,0,199,
199,154,199,154,163,163,171,171,171,163,163,163,154,0,0,199,
199,154,154,170,154,163,154,163,163,163,163,163,163,154,154,199,
199,199,154,163,154,170,154,163,163,163,163,163,163,154,0,199,
199,199,154,163,163,163,163,163,163,163,170,163,163,154,0,199,
199,199,154,163,163,163,154,163,163,163,170,170,163,154,199,199,
199,199,154,154,163,163,163,163,163,170,170,163,154,154,199,199,
154,154,199,154,154,154,154,154,170,170,154,154,154,199,199,154,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,154,199,154,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,154,199,199,199,199,199,199,199,
199,199,199,199,199,199,154,154,0,154,0,0,199,199,199,199,
199,199,199,154,199,154,154,154,154,154,0,154,154,154,199,199,
199,199,199,199,154,163,163,163,163,163,154,154,0,0,199,199,
199,154,199,154,163,163,163,171,171,171,163,163,154,0,0,199,
199,199,154,163,163,163,163,163,171,171,171,163,154,0,154,199,
199,199,154,154,170,154,163,163,163,163,163,163,170,154,0,199,
199,199,154,154,163,154,163,170,170,170,163,163,170,154,0,199,
199,199,154,163,154,163,163,170,170,163,163,163,163,154,0,199,
199,199,154,163,163,163,163,170,170,163,163,154,154,199,199,199,
199,154,199,154,154,154,170,170,154,154,154,199,199,154,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


